account_id,population_type
A022576,normal
A022577,normal
A022578,normal
A022579,normal
A022580,normal
A022581,ring
A022582,normal
A022583,normal
A022584,normal
A022585,normal
A022586,normal
A022587,normal
A022588,normal
A022589,hard_negative
A022590,normal
A022591,hard_negative
A022592,normal
A022593,normal
A022594,normal
A022595,ring
A022596,hard_negative
A022597,normal
A022598,normal
A022599,normal
A022600,normal
A022601,ring
A022602,hard_negative
A022603,normal
A022604,hard_negative
A022605,normal
A022606,normal
A022607,normal
A022608,hard_negative
A022609,normal
A022610,hard_negative
A022611,normal
A022612,normal
A022613,hard_negative
A022614,hard_negative
A022615,normal
A022616,ring
A022617,normal
A022618,normal
A022619,normal
A022620,normal
A022621,ring
A022622,normal
A022623,normal
A022624,normal
A022625,hard_negative
A022626,normal
A022627,normal
A022628,hard_negative
A022629,normal
A022630,hard_negative
A022631,normal
A022632,normal
A022633,normal
A022634,normal
A022635,normal
A022636,normal
A022637,normal
A022638,hard_negative
A022639,normal
A022640,normal
A022641,normal
A022642,normal
A022643,normal
A022644,normal
A022645,hard_negative
A022646,normal
A022647,normal
A022648,normal
A022649,normal
A022650,normal
A022651,normal
A022652,normal
A022653,normal
A022654,normal
A022655,normal
A022656,normal
A022657,normal
A022658,normal
A022659,normal
A022660,normal
A022661,normal
A022662,normal
A022663,normal
A022664,normal
A022665,normal
A022666,normal
A022667,normal
A022668,normal
A022669,normal
A022670,normal
A022671,normal
A022672,normal
A022673,normal
A022674,normal
A022675,normal
A022676,normal
A022677,hard_negative
A022678,normal
A022679,hard_negative
A022680,ring
A022681,normal
A022682,normal
A022683,normal
A022684,normal
A022685,normal
A022686,normal
A022687,normal
A022688,normal
A022689,normal
A022690,normal
A022691,normal
A022692,normal
A022693,normal
A022694,normal
A022695,normal
A022696,hard_negative
A022697,normal
A022698,normal
A022699,normal
A022700,normal
A022701,normal
A022702,normal
A022703,normal
A022704,hard_negative
A022705,hard_negative
A022706,normal
A022707,normal
A022708,normal
A022709,normal
A022710,ring
A022711,normal
A022712,normal
A022713,normal
A022714,normal
A022715,normal
A022716,normal
A022717,normal
A022718,normal
A022719,normal
A022720,normal
A022721,hard_negative
A022722,normal
A022723,normal
A022724,normal
A022725,normal
A022726,hard_negative
A022727,normal
A022728,normal
A022729,normal
A022730,normal
A022731,normal
A022732,normal
A022733,normal
A022734,normal
A022735,hard_negative
A022736,normal
A022737,ring
A022738,normal
A022739,normal
A022740,normal
A022741,hard_negative
A022742,normal
A022743,normal
A022744,normal
A022745,normal
A022746,normal
A022747,normal
A022748,normal
A022749,normal
A022750,normal
A022751,normal
A022752,normal
A022753,normal
A022754,normal
A022755,normal
A022756,hard_negative
A022757,hard_negative
A022758,hard_negative
A022759,normal
A022760,normal
A022761,normal
A022762,normal
A022763,normal
A022764,normal
A022765,normal
A022766,normal
A022767,hard_negative
A022768,normal
A022769,normal
A022770,normal
A022771,normal
A022772,normal
A022773,normal
A022774,ring
A022775,normal
A022776,normal
A022777,normal
A022778,normal
A022779,normal
A022780,normal
A022781,normal
A022782,normal
A022783,normal
A022784,normal
A022785,normal
A022786,ring
A022787,normal
A022788,normal
A022789,normal
A022790,normal
A022791,normal
A022792,normal
A022793,normal
A022794,normal
A022795,normal
A022796,normal
A022797,normal
A022798,normal
A022799,normal
A022800,hard_negative
A022801,ring
A022802,normal
A022803,hard_negative
A022804,normal
A022805,normal
A022806,normal
A022807,normal
A022808,hard_negative
A022809,normal
A022810,normal
A022811,normal
A022812,normal
A022813,hard_negative
A022814,hard_negative
A022815,normal
A022816,normal
A022817,normal
A022818,normal
A022819,normal
A022820,normal
A022821,normal
A022822,normal
A022823,normal
A022824,normal
A022825,normal
A022826,normal
A022827,normal
A022828,normal
A022829,hard_negative
A022830,normal
A022831,ring
A022832,normal
A022833,normal
A022834,normal
A022835,normal
A022836,normal
A022837,normal
A022838,hard_negative
A022839,normal
A022840,normal
A022841,normal
A022842,hard_negative
A022843,normal
A022844,normal
A022845,normal
A022846,normal
A022847,normal
A022848,normal
A022849,normal
A022850,normal
A022851,normal
A022852,normal
A022853,normal
A022854,normal
A022855,normal
A022856,normal
A022857,normal
A022858,ring
A022859,ring
A022860,hard_negative
A022861,hard_negative
A022862,normal
A022863,normal
A022864,normal
A022865,normal
A022866,normal
A022867,hard_negative
A022868,normal
A022869,hard_negative
A022870,normal
A022871,normal
A022872,normal
A022873,normal
A022874,normal
A022875,normal
A022876,normal
A022877,normal
A022878,ring
A022879,hard_negative
A022880,normal
A022881,normal
A022882,normal
A022883,hard_negative
A022884,normal
A022885,hard_negative
A022886,normal
A022887,normal
A022888,normal
A022889,normal
A022890,normal
A022891,normal
A022892,normal
A022893,normal
A022894,normal
A022895,normal
A022896,ring
A022897,hard_negative
A022898,normal
A022899,normal
A022900,normal
A022901,normal
A022902,normal
A022903,normal
A022904,normal
A022905,normal
A022906,normal
A022907,ring
A022908,normal
A022909,normal
A022910,normal
A022911,normal
A022912,hard_negative
A022913,normal
A022914,normal
A022915,normal
A022916,hard_negative
A022917,normal
A022918,normal
A022919,hard_negative
A022920,normal
A022921,normal
A022922,normal
A022923,normal
A022924,normal
A022925,hard_negative
A022926,normal
A022927,normal
A022928,normal
A022929,normal
A022930,normal
A022931,normal
A022932,normal
A022933,normal
A022934,normal
A022935,normal
A022936,normal
A022937,normal
A022938,hard_negative
A022939,normal
A022940,normal
A022941,normal
A022942,normal
A022943,normal
A022944,normal
A022945,normal
A022946,normal
A022947,normal
A022948,normal
A022949,normal
A022950,normal
A022951,ring
A022952,normal
A022953,normal
A022954,normal
A022955,normal
A022956,normal
A022957,hard_negative
A022958,normal
A022959,ring
A022960,normal
A022961,normal
A022962,normal
A022963,normal
A022964,normal
A022965,normal
A022966,normal
A022967,normal
A022968,normal
A022969,normal
A022970,normal
A022971,normal
A022972,hard_negative
A022973,normal
A022974,normal
A022975,ring
A022976,normal
A022977,normal
A022978,ring
A022979,normal
A022980,normal
A022981,normal
A022982,normal
A022983,hard_negative
A022984,normal
A022985,ring
A022986,normal
A022987,normal
A022988,normal
A022989,normal
A022990,normal
A022991,normal
A022992,hard_negative
A022993,hard_negative
A022994,normal
A022995,normal
A022996,hard_negative
A022997,normal
A022998,hard_negative
A022999,normal
A023000,normal
A023001,hard_negative
A023002,ring
A023003,normal
A023004,normal
A023005,ring
A023006,normal
A023007,normal
A023008,normal
A023009,hard_negative
A023010,normal
A023011,hard_negative
A023012,hard_negative
A023013,normal
A023014,normal
A023015,normal
A023016,normal
A023017,normal
A023018,hard_negative
A023019,ring
A023020,hard_negative
A023021,normal
A023022,hard_negative
A023023,hard_negative
A023024,normal
A023025,normal
A023026,normal
A023027,normal
A023028,normal
A023029,hard_negative
A023030,normal
A023031,normal
A023032,ring
A023033,normal
A023034,ring
A023035,hard_negative
A023036,normal
A023037,hard_negative
A023038,normal
A023039,hard_negative
A023040,normal
A023041,normal
A023042,normal
A023043,normal
A023044,normal
A023045,normal
A023046,normal
A023047,hard_negative
A023048,normal
A023049,ring
A023050,normal
A023051,normal
A023052,normal
A023053,hard_negative
A023054,ring
A023055,normal
A023056,normal
A023057,normal
A023058,normal
A023059,normal
A023060,normal
A023061,normal
A023062,normal
A023063,normal
A023064,normal
A023065,normal
A023066,normal
A023067,normal
A023068,normal
A023069,hard_negative
A023070,normal
A023071,normal
A023072,ring
A023073,normal
A023074,normal
A023075,normal
A023076,normal
A023077,normal
A023078,normal
A023079,normal
A023080,normal
A023081,normal
A023082,normal
A023083,hard_negative
A023084,normal
A023085,normal
A023086,normal
A023087,hard_negative
A023088,normal
A023089,ring
A023090,normal
A023091,normal
A023092,hard_negative
A023093,hard_negative
A023094,normal
A023095,normal
A023096,normal
A023097,ring
A023098,normal
A023099,hard_negative
A023100,normal
A023101,normal
A023102,normal
A023103,normal
A023104,ring
A023105,hard_negative
A023106,normal
A023107,normal
A023108,normal
A023109,normal
A023110,normal
A023111,normal
A023112,normal
A023113,normal
A023114,normal
A023115,normal
A023116,normal
A023117,normal
A023118,normal
A023119,normal
A023120,normal
A023121,normal
A023122,hard_negative
A023123,normal
A023124,normal
A023125,normal
A023126,normal
A023127,hard_negative
A023128,hard_negative
A023129,normal
A023130,normal
A023131,normal
A023132,normal
A023133,ring
A023134,normal
A023135,hard_negative
A023136,normal
A023137,normal
A023138,normal
A023139,normal
A023140,normal
A023141,normal
A023142,normal
A023143,normal
A023144,normal
A023145,normal
A023146,normal
A023147,hard_negative
A023148,ring
A023149,normal
A023150,normal
A023151,hard_negative
A023152,normal
A023153,normal
A023154,normal
A023155,normal
A023156,normal
A023157,normal
A023158,normal
A023159,normal
A023160,ring
A023161,normal
A023162,normal
A023163,normal
A023164,hard_negative
A023165,normal
A023166,normal
A023167,normal
A023168,hard_negative
A023169,hard_negative
A023170,normal
A023171,hard_negative
A023172,hard_negative
A023173,normal
A023174,normal
A023175,normal
A023176,normal
A023177,normal
A023178,normal
A023179,hard_negative
A023180,normal
A023181,normal
A023182,normal
A023183,normal
A023184,normal
A023185,normal
A023186,normal
A023187,normal
A023188,hard_negative
A023189,normal
A023190,normal
A023191,normal
A023192,normal
A023193,normal
A023194,normal
A023195,normal
A023196,normal
A023197,normal
A023198,normal
A023199,normal
A023200,normal
A023201,normal
A023202,normal
A023203,normal
A023204,normal
A023205,normal
A023206,normal
A023207,normal
A023208,normal
A023209,hard_negative
A023210,hard_negative
A023211,hard_negative
A023212,normal
A023213,hard_negative
A023214,normal
A023215,normal
A023216,normal
A023217,normal
A023218,normal
A023219,normal
A023220,hard_negative
A023221,normal
A023222,normal
A023223,normal
A023224,normal
A023225,normal
A023226,normal
A023227,normal
A023228,normal
A023229,normal
A023230,normal
A023231,normal
A023232,normal
A023233,normal
A023234,normal
A023235,hard_negative
A023236,normal
A023237,hard_negative
A023238,normal
A023239,normal
A023240,normal
A023241,hard_negative
A023242,hard_negative
A023243,normal
A023244,hard_negative
A023245,normal
A023246,hard_negative
A023247,ring
A023248,normal
A023249,normal
A023250,ring
A023251,normal
A023252,normal
A023253,hard_negative
A023254,normal
A023255,normal
A023256,normal
A023257,normal
A023258,normal
A023259,normal
A023260,normal
A023261,ring
A023262,normal
A023263,normal
A023264,normal
A023265,normal
A023266,normal
A023267,normal
A023268,normal
A023269,normal
A023270,normal
A023271,normal
A023272,normal
A023273,hard_negative
A023274,normal
A023275,hard_negative
A023276,normal
A023277,normal
A023278,normal
A023279,normal
A023280,normal
A023281,normal
A023282,normal
A023283,normal
A023284,normal
A023285,normal
A023286,hard_negative
A023287,ring
A023288,normal
A023289,normal
A023290,hard_negative
A023291,normal
A023292,normal
A023293,hard_negative
A023294,hard_negative
A023295,normal
A023296,normal
A023297,normal
A023298,normal
A023299,normal
A023300,hard_negative
A023301,normal
A023302,normal
A023303,normal
A023304,hard_negative
A023305,ring
A023306,normal
A023307,normal
A023308,normal
A023309,normal
A023310,normal
A023311,normal
A023312,normal
A023313,normal
A023314,normal
A023315,normal
A023316,hard_negative
A023317,normal
A023318,normal
A023319,normal
A023320,normal
A023321,hard_negative
A023322,hard_negative
A023323,normal
A023324,normal
A023325,ring
A023326,normal
A023327,normal
A023328,hard_negative
A023329,normal
A023330,hard_negative
A023331,normal
A023332,normal
A023333,normal
A023334,normal
A023335,normal
A023336,normal
A023337,normal
A023338,normal
A023339,normal
A023340,hard_negative
A023341,normal
A023342,normal
A023343,normal
A023344,normal
A023345,hard_negative
A023346,hard_negative
A023347,normal
A023348,normal
A023349,hard_negative
A023350,normal
A023351,normal
A023352,normal
A023353,hard_negative
A023354,normal
A023355,normal
A023356,normal
A023357,hard_negative
A023358,normal
A023359,normal
A023360,normal
A023361,normal
A023362,hard_negative
A023363,normal
A023364,normal
A023365,normal
A023366,normal
A023367,normal
A023368,hard_negative
A023369,normal
A023370,ring
A023371,normal
A023372,normal
A023373,normal
A023374,normal
A023375,hard_negative
A023376,normal
A023377,normal
A023378,normal
A023379,normal
A023380,normal
A023381,normal
A023382,normal
A023383,hard_negative
A023384,normal
A023385,normal
A023386,normal
A023387,hard_negative
A023388,ring
A023389,normal
A023390,normal
A023391,normal
A023392,normal
A023393,hard_negative
A023394,normal
A023395,normal
A023396,ring
A023397,normal
A023398,normal
A023399,normal
A023400,hard_negative
A023401,normal
A023402,normal
A023403,normal
A023404,normal
A023405,normal
A023406,normal
A023407,normal
A023408,hard_negative
A023409,normal
A023410,normal
A023411,normal
A023412,normal
A023413,normal
A023414,normal
A023415,normal
A023416,normal
A023417,hard_negative
A023418,normal
A023419,normal
A023420,normal
A023421,normal
A023422,hard_negative
A023423,normal
A023424,normal
A023425,hard_negative
A023426,normal
A023427,normal
A023428,normal
A023429,normal
A023430,normal
A023431,normal
A023432,normal
A023433,normal
A023434,normal
A023435,normal
A023436,normal
A023437,normal
A023438,hard_negative
A023439,normal
A023440,normal
A023441,ring
A023442,normal
A023443,normal
A023444,normal
A023445,normal
A023446,normal
A023447,normal
A023448,normal
A023449,normal
A023450,normal
A023451,normal
A023452,normal
A023453,normal
A023454,ring
A023455,normal
A023456,hard_negative
A023457,normal
A023458,normal
A023459,hard_negative
A023460,normal
A023461,hard_negative
A023462,normal
A023463,normal
A023464,normal
A023465,normal
A023466,normal
A023467,hard_negative
A023468,normal
A023469,normal
A023470,normal
A023471,normal
A023472,normal
A023473,normal
A023474,hard_negative
A023475,normal
A023476,normal
A023477,normal
A023478,normal
A023479,normal
A023480,normal
A023481,normal
A023482,normal
A023483,normal
A023484,normal
A023485,normal
A023486,normal
A023487,normal
A023488,normal
A023489,normal
A023490,normal
A023491,hard_negative
A023492,normal
A023493,normal
A023494,normal
A023495,normal
A023496,normal
A023497,normal
A023498,normal
A023499,hard_negative
A023500,normal
A023501,normal
A023502,ring
A023503,normal
A023504,normal
A023505,normal
A023506,normal
A023507,hard_negative
A023508,normal
A023509,hard_negative
A023510,normal
A023511,normal
A023512,normal
A023513,normal
A023514,normal
A023515,normal
A023516,hard_negative
A023517,normal
A023518,normal
A023519,normal
A023520,normal
A023521,normal
A023522,normal
A023523,normal
A023524,normal
A023525,normal
A023526,hard_negative
A023527,normal
A023528,normal
A023529,normal
A023530,hard_negative
A023531,normal
A023532,normal
A023533,normal
A023534,normal
A023535,normal
A023536,normal
A023537,normal
A023538,normal
A023539,normal
A023540,hard_negative
A023541,normal
A023542,ring
A023543,normal
A023544,normal
A023545,normal
A023546,hard_negative
A023547,ring
A023548,normal
A023549,normal
A023550,normal
A023551,normal
A023552,normal
A023553,hard_negative
A023554,normal
A023555,normal
A023556,hard_negative
A023557,normal
A023558,normal
A023559,normal
A023560,normal
A023561,normal
A023562,normal
A023563,normal
A023564,normal
A023565,normal
A023566,hard_negative
A023567,normal
A023568,normal
A023569,normal
A023570,normal
A023571,normal
A023572,normal
A023573,normal
A023574,normal
A023575,normal
A023576,normal
A023577,hard_negative
A023578,normal
A023579,normal
A023580,normal
A023581,normal
A023582,hard_negative
A023583,normal
A023584,normal
A023585,normal
A023586,normal
A023587,normal
A023588,normal
A023589,ring
A023590,hard_negative
A023591,normal
A023592,normal
A023593,normal
A023594,normal
A023595,normal
A023596,normal
A023597,ring
A023598,ring
A023599,normal
A023600,normal
A023601,normal
A023602,ring
A023603,normal
A023604,normal
A023605,hard_negative
A023606,normal
A023607,normal
A023608,normal
A023609,normal
A023610,normal
A023611,hard_negative
A023612,normal
A023613,hard_negative
A023614,normal
A023615,normal
A023616,normal
A023617,hard_negative
A023618,normal
A023619,normal
A023620,normal
A023621,ring
A023622,normal
A023623,normal
A023624,normal
A023625,normal
A023626,normal
A023627,normal
A023628,normal
A023629,normal
A023630,normal
A023631,hard_negative
A023632,hard_negative
A023633,normal
A023634,normal
A023635,normal
A023636,normal
A023637,normal
A023638,hard_negative
A023639,hard_negative
A023640,hard_negative
A023641,hard_negative
A023642,ring
A023643,ring
A023644,normal
A023645,hard_negative
A023646,normal
A023647,hard_negative
A023648,normal
A023649,normal
A023650,ring
A023651,normal
A023652,normal
A023653,normal
A023654,normal
A023655,normal
A023656,normal
A023657,hard_negative
A023658,normal
A023659,ring
A023660,hard_negative
A023661,normal
A023662,normal
A023663,normal
A023664,normal
A023665,hard_negative
A023666,normal
A023667,hard_negative
A023668,normal
A023669,normal
A023670,normal
A023671,normal
A023672,normal
A023673,normal
A023674,normal
A023675,hard_negative
A023676,normal
A023677,normal
A023678,hard_negative
A023679,hard_negative
A023680,hard_negative
A023681,normal
A023682,normal
A023683,normal
A023684,normal
A023685,normal
A023686,normal
A023687,normal
A023688,normal
A023689,normal
A023690,normal
A023691,normal
A023692,normal
A023693,normal
A023694,normal
A023695,normal
A023696,normal
A023697,normal
A023698,normal
A023699,normal
A023700,normal
A023701,ring
A023702,normal
A023703,normal
A023704,normal
A023705,normal
A023706,normal
A023707,normal
A023708,normal
A023709,normal
A023710,hard_negative
A023711,hard_negative
A023712,normal
A023713,hard_negative
A023714,normal
A023715,normal
A023716,normal
A023717,normal
A023718,normal
A023719,normal
A023720,normal
A023721,ring
A023722,normal
A023723,normal
A023724,normal
A023725,normal
A023726,normal
A023727,normal
A023728,normal
A023729,ring
A023730,ring
A023731,normal
A023732,ring
A023733,normal
A023734,normal
A023735,normal
A023736,normal
A023737,hard_negative
A023738,normal
A023739,normal
A023740,normal
A023741,normal
A023742,hard_negative
A023743,normal
A023744,normal
A023745,normal
A023746,normal
A023747,normal
A023748,normal
A023749,normal
A023750,normal
A023751,normal
A023752,normal
A023753,normal
A023754,normal
A023755,hard_negative
A023756,normal
A023757,normal
A023758,normal
A023759,ring
A023760,normal
A023761,normal
A023762,normal
A023763,normal
A023764,normal
A023765,ring
A023766,hard_negative
A023767,normal
A023768,hard_negative
A023769,normal
A023770,normal
A023771,normal
A023772,ring
A023773,hard_negative
A023774,normal
A023775,normal
A023776,normal
A023777,normal
A023778,normal
A023779,normal
A023780,normal
A023781,normal
A023782,normal
A023783,normal
A023784,normal
A023785,normal
A023786,normal
A023787,normal
A023788,normal
A023789,normal
A023790,normal
A023791,normal
A023792,ring
A023793,normal
A023794,normal
A023795,hard_negative
A023796,normal
A023797,normal
A023798,normal
A023799,normal
A023800,normal
A023801,normal
A023802,normal
A023803,normal
A023804,normal
A023805,normal
A023806,normal
A023807,normal
A023808,normal
A023809,normal
A023810,normal
A023811,normal
A023812,normal
A023813,normal
A023814,normal
A023815,normal
A023816,normal
A023817,hard_negative
A023818,normal
A023819,normal
A023820,normal
A023821,normal
A023822,normal
A023823,normal
A023824,normal
A023825,normal
A023826,normal
A023827,normal
A023828,hard_negative
A023829,normal
A023830,normal
A023831,normal
A023832,normal
A023833,normal
A023834,normal
A023835,normal
A023836,normal
A023837,normal
A023838,normal
A023839,normal
A023840,hard_negative
A023841,ring
A023842,normal
A023843,normal
A023844,hard_negative
A023845,normal
A023846,normal
A023847,ring
A023848,normal
A023849,normal
A023850,normal
A023851,ring
A023852,normal
A023853,normal
A023854,normal
A023855,normal
A023856,normal
A023857,ring
A023858,normal
A023859,normal
A023860,hard_negative
A023861,normal
A023862,normal
A023863,normal
A023864,ring
A023865,hard_negative
A023866,normal
A023867,normal
A023868,hard_negative
A023869,hard_negative
A023870,normal
A023871,normal
A023872,normal
A023873,ring
A023874,ring
A023875,hard_negative
A023876,normal
A023877,normal
A023878,normal
A023879,ring
A023880,normal
A023881,normal
A023882,normal
A023883,normal
A023884,normal
A023885,normal
A023886,normal
A023887,hard_negative
A023888,normal
A023889,normal
A023890,normal
A023891,normal
A023892,hard_negative
A023893,normal
A023894,normal
A023895,normal
A023896,normal
A023897,normal
A023898,normal
A023899,normal
A023900,normal
A023901,normal
A023902,normal
A023903,normal
A023904,normal
A023905,normal
A023906,normal
A023907,hard_negative
A023908,normal
A023909,normal
A023910,normal
A023911,normal
A023912,normal
A023913,normal
A023914,normal
A023915,normal
A023916,normal
A023917,normal
A023918,hard_negative
A023919,normal
A023920,normal
A023921,normal
A023922,normal
A023923,normal
A023924,hard_negative
A023925,normal
A023926,normal
A023927,normal
A023928,ring
A023929,normal
A023930,normal
A023931,hard_negative
A023932,normal
A023933,normal
A023934,normal
A023935,normal
A023936,normal
A023937,normal
A023938,normal
A023939,normal
A023940,normal
A023941,hard_negative
A023942,hard_negative
A023943,hard_negative
A023944,normal
A023945,normal
A023946,normal
A023947,normal
A023948,normal
A023949,hard_negative
A023950,normal
A023951,hard_negative
A023952,normal
A023953,normal
A023954,hard_negative
A023955,normal
A023956,ring
A023957,normal
A023958,hard_negative
A023959,normal
A023960,hard_negative
A023961,normal
A023962,normal
A023963,normal
A023964,normal
A023965,normal
A023966,normal
A023967,normal
A023968,hard_negative
A023969,normal
A023970,normal
A023971,normal
A023972,normal
A023973,normal
A023974,normal
A023975,normal
A023976,normal
A023977,normal
A023978,hard_negative
A023979,normal
A023980,normal
A023981,normal
A023982,normal
A023983,normal
A023984,normal
A023985,normal
A023986,normal
A023987,hard_negative
A023988,normal
A023989,normal
A023990,normal
A023991,normal
A023992,normal
A023993,normal
A023994,normal
A023995,normal
A023996,ring
A023997,normal
A023998,normal
A023999,hard_negative
A024000,normal
A024001,hard_negative
A024002,normal
A024003,normal
A024004,normal
A024005,hard_negative
A024006,normal
A024007,hard_negative
A024008,normal
A024009,hard_negative
A024010,normal
A024011,ring
A024012,normal
A024013,normal
A024014,normal
A024015,normal
A024016,hard_negative
A024017,normal
A024018,normal
A024019,normal
A024020,ring
A024021,normal
A024022,normal
A024023,ring
A024024,ring
A024025,normal
A024026,normal
A024027,normal
A024028,hard_negative
A024029,normal
A024030,hard_negative
A024031,hard_negative
A024032,normal
A024033,normal
A024034,normal
A024035,normal
A024036,normal
A024037,normal
A024038,normal
A024039,normal
A024040,normal
A024041,normal
A024042,normal
A024043,normal
A024044,normal
A024045,normal
A024046,normal
A024047,normal
A024048,normal
A024049,normal
A024050,normal
A024051,normal
A024052,normal
A024053,normal
A024054,normal
A024055,normal
A024056,normal
A024057,normal
A024058,normal
A024059,normal
A024060,normal
A024061,normal
A024062,normal
A024063,normal
A024064,normal
A024065,normal
A024066,normal
A024067,normal
A024068,hard_negative
A024069,normal
A024070,normal
A024071,normal
A024072,normal
A024073,normal
A024074,normal
A024075,normal
A024076,normal
A024077,normal
A024078,normal
A024079,normal
A024080,normal
A024081,normal
A024082,normal
A024083,hard_negative
A024084,ring
A024085,hard_negative
A024086,normal
A024087,normal
A024088,hard_negative
A024089,normal
A024090,normal
A024091,normal
A024092,normal
A024093,normal
A024094,normal
A024095,ring
A024096,normal
A024097,hard_negative
A024098,normal
A024099,normal
A024100,normal
A024101,normal
A024102,normal
A024103,normal
A024104,normal
A024105,hard_negative
A024106,normal
A024107,hard_negative
A024108,normal
A024109,normal
A024110,normal
A024111,normal
A024112,normal
A024113,normal
A024114,normal
A024115,normal
A024116,normal
A024117,normal
A024118,normal
A024119,normal
A024120,normal
A024121,normal
A024122,ring
A024123,normal
A024124,normal
A024125,normal
A024126,hard_negative
A024127,normal
A024128,ring
A024129,normal
A024130,normal
A024131,normal
A024132,normal
A024133,normal
A024134,normal
A024135,normal
A024136,normal
A024137,normal
A024138,normal
A024139,normal
A024140,normal
A024141,normal
A024142,normal
A024143,normal
A024144,hard_negative
A024145,normal
A024146,normal
A024147,normal
A024148,normal
A024149,normal
A024150,normal
A024151,ring
A024152,normal
A024153,normal
A024154,normal
A024155,hard_negative
A024156,hard_negative
A024157,ring
A024158,normal
A024159,hard_negative
A024160,normal
A024161,hard_negative
A024162,normal
A024163,normal
A024164,normal
A024165,hard_negative
A024166,normal
A024167,normal
A024168,normal
A024169,normal
A024170,normal
A024171,normal
A024172,normal
A024173,normal
A024174,hard_negative
A024175,normal
A024176,hard_negative
A024177,normal
A024178,normal
A024179,normal
A024180,normal
A024181,normal
A024182,normal
A024183,normal
A024184,normal
A024185,normal
A024186,normal
A024187,normal
A024188,normal
A024189,normal
A024190,normal
A024191,normal
A024192,normal
A024193,ring
A024194,normal
A024195,normal
A024196,normal
A024197,normal
A024198,normal
A024199,normal
A024200,normal
A024201,hard_negative
A024202,normal
A024203,normal
A024204,normal
A024205,hard_negative
A024206,hard_negative
A024207,hard_negative
A024208,normal
A024209,normal
A024210,normal
A024211,normal
A024212,normal
A024213,normal
A024214,hard_negative
A024215,normal
A024216,normal
A024217,normal
A024218,normal
A024219,normal
A024220,hard_negative
A024221,normal
A024222,normal
A024223,normal
A024224,normal
A024225,ring
A024226,normal
A024227,normal
A024228,hard_negative
A024229,normal
A024230,normal
A024231,normal
A024232,normal
A024233,normal
A024234,normal
A024235,normal
A024236,normal
A024237,hard_negative
A024238,normal
A024239,normal
A024240,ring
A024241,normal
A024242,normal
A024243,hard_negative
A024244,normal
A024245,hard_negative
A024246,normal
A024247,normal
A024248,normal
A024249,normal
A024250,hard_negative
A024251,hard_negative
A024252,normal
A024253,normal
A024254,normal
A024255,normal
A024256,normal
A024257,normal
A024258,normal
A024259,normal
A024260,normal
A024261,normal
A024262,normal
A024263,ring
A024264,hard_negative
A024265,normal
A024266,hard_negative
A024267,hard_negative
A024268,normal
A024269,normal
A024270,normal
A024271,normal
A024272,normal
A024273,normal
A024274,normal
A024275,hard_negative
A024276,hard_negative
A024277,normal
A024278,normal
A024279,normal
A024280,normal
A024281,hard_negative
A024282,normal
A024283,normal
A024284,hard_negative
A024285,normal
A024286,normal
A024287,hard_negative
A024288,normal
A024289,normal
A024290,normal
A024291,normal
A024292,normal
A024293,normal
A024294,normal
A024295,normal
A024296,hard_negative
A024297,hard_negative
A024298,normal
A024299,normal
A024300,hard_negative
A024301,normal
A024302,normal
A024303,normal
A024304,hard_negative
A024305,normal
A024306,hard_negative
A024307,normal
A024308,hard_negative
A024309,normal
A024310,normal
A024311,normal
A024312,normal
A024313,normal
A024314,normal
A024315,normal
A024316,normal
A024317,normal
A024318,hard_negative
A024319,normal
A024320,normal
A024321,normal
A024322,normal
A024323,normal
A024324,hard_negative
A024325,normal
A024326,normal
A024327,normal
A024328,normal
A024329,normal
A024330,normal
A024331,normal
A024332,normal
A024333,normal
A024334,ring
A024335,normal
A024336,normal
A024337,normal
A024338,normal
A024339,normal
A024340,normal
A024341,normal
A024342,normal
A024343,normal
A024344,normal
A024345,normal
A024346,normal
A024347,normal
A024348,hard_negative
A024349,normal
A024350,hard_negative
A024351,normal
A024352,normal
A024353,normal
A024354,normal
A024355,normal
A024356,hard_negative
A024357,normal
A024358,hard_negative
A024359,normal
A024360,normal
A024361,normal
A024362,normal
A024363,hard_negative
A024364,normal
A024365,normal
A024366,normal
A024367,normal
A024368,normal
A024369,normal
A024370,normal
A024371,normal
A024372,hard_negative
A024373,normal
A024374,normal
A024375,normal
A024376,normal
A024377,normal
A024378,normal
A024379,normal
A024380,normal
A024381,normal
A024382,normal
A024383,hard_negative
A024384,normal
A024385,normal
A024386,normal
A024387,normal
A024388,normal
A024389,hard_negative
A024390,normal
A024391,hard_negative
A024392,normal
A024393,normal
A024394,normal
A024395,ring
A024396,ring
A024397,normal
A024398,normal
A024399,normal
A024400,normal
A024401,normal
A024402,normal
A024403,normal
A024404,normal
A024405,normal
A024406,normal
A024407,normal
A024408,normal
A024409,hard_negative
A024410,normal
A024411,hard_negative
A024412,normal
A024413,normal
A024414,normal
A024415,normal
A024416,hard_negative
A024417,normal
A024418,normal
A024419,ring
A024420,normal
A024421,normal
A024422,normal
A024423,normal
A024424,normal
A024425,hard_negative
A024426,normal
A024427,normal
A024428,normal
A024429,normal
A024430,normal
A024431,normal
A024432,normal
A024433,hard_negative
A024434,normal
A024435,normal
A024436,normal
A024437,normal
A024438,normal
A024439,normal
A024440,hard_negative
A024441,hard_negative
A024442,normal
A024443,hard_negative
A024444,normal
A024445,normal
A024446,normal
A024447,normal
A024448,normal
A024449,normal
A024450,normal
A024451,hard_negative
A024452,normal
A024453,hard_negative
